Hour,DryBulb,DewPnt,target_variable,Humidity
5,11,-2,882,78.00000001
6,10,-3,841,81
7,10,-3,864,80
8,9,-3,892,79.00000001
9,11,-3,917,81
10,14,-1,906,83
11,18,2,934,86.00000001
12,21,5,857,89
13,23,7,936,88
14,25,9,922,87.00000001
15,26,11,908,89
16,28,13,869,91
17,28,13,1045,91.5
18,28,13,1067,92
19,28,15,1101,90.5
20,27,15,1111,89.00000001
21,27,17,962,91
22,25,17,899,93
23,24,17,841,93
24,25,17,785,93
1,24,17,754,92.5
2,24,17,763,91.99999998
3,24,17,797,89
4,24,16,840,86
5,24,16,874,83.49999999
6,23,16,931,81
7,23,16,973,81
8,22,16,1013,81
9,22,15,983,81.5
10,24,15,975,82
11,26,16,987,83
12,28,17,1004,84
13,30,17,973,84
14,31,18,967,84.00000002
15,32,18,980,88
16,34,17,992,92
17,34,17,1055,93.5
18,33,16,1094,95
19,32,14,1192,96
20,31,13,1151,96.99999999
21,30,11,1093,96
22,28,11,921,95
23,27,10,840,95.5
24,27,9,794,96
1,27,9,738,95.5
2,26,8,724,94.99999999
3,26,8,740,93.5
4,25,8,785,92
5,25,9,881,85.99999998
6,24,10,969,80
7,24,10,1010,76.99999999
8,24,11,1042,73.99999999
9,26,12,1018,72
10,29,13,995,70
11,32,15,1002,69
12,34,17,992,68
13,36,18,1028,69
14,37,19,993,70.00000001
15,38,19,1000,72
16,38,19,1004,74
17,37,19,1153,74
18,36,20,1122,74
19,34,20,1229,75
20,33,19,1186,76.00000001
21,32,19,1113,77
22,31,18,947,78
23,30,18,912,80.00000001
24,29,17,821,82
1,29,18,755,81.5
2,26,18,751,80.99999999
3,26,18,727,80
4,25,18,715,79
5,25,18,809,79
6,25,18,983,79
7,25,18,1041,78.5
8,24,18,1091,78.00000003
9,27,19,1055,82.5
10,30,19,1025,87
11,33,19,1007,84.99999999
12,35,20,990,83
13,36,20,993,81.5
14,36,21,958,79.99999999
15,36,22,966,79
16,36,22,950,78
17,35,23,975,76.5
18,35,24,1042,75
19,34,25,1157,75
20,34,25,1164,75
21,34,24,1092,75.5
22,33,25,1030,76
23,31,26,943,75
24,32,26,873,74
1,32,26,827,73.5
2,32,27,798,72.99999999
3,32,27,778,71.5
4,32,28,778,70
5,32,28,770,75.00000001
6,33,29,770,80
7,33,29,891,77.49999999
8,33,31,1023,75.00000001
9,33,32,1055,76.5
10,34,32,1034,78
11,35,33,996,80.00000001
12,35,34,975,82
13,36,35,960,83
14,36,35,951,84
15,36,35,965,84.5
16,37,35,973,85
17,37,35,1115,86.5
18,36,35,1120,88
19,36,34,1209,88
20,35,34,1135,88.00000001
21,35,33,1074,89
22,35,33,1031,90
23,35,32,897,90
24,35,32,820,90
1,34,30,780,90
2,33,29,762,90
3,33,28,773,90
4,32,27,788,90
5,33,27,840,90.5
6,33,27,961,91
7,33,27,980,90.5
8,33,27,1004,90.00000001
9,33,26,1031,92
10,35,25,1015,94
11,36,26,1038,94
12,37,26,1041,94
13,38,26,1043,91.99999999
14,38,25,1294,89.99999998
15,38,25,850,87
16,38,24,959,84
17,37,24,1259,79.49999999
18,36,23,1364,75
19,35,23,1127,74
20,34,22,1088,72.99999999
21,33,22,1028,72
22,32,21,958,71
23,31,20,918,71
24,30,20,810,71
1,30,20,741,70
2,29,19,746,69.00000001
3,29,20,759,71
4,28,19,766,73
5,28,19,787,70.99999999
6,26,18,934,69
7,26,18,975,67.5
8,26,18,1005,66
9,28,17,1057,66.5
10,30,17,1046,67
11,33,17,1031,69.50000001
12,35,17,1067,72
13,37,17,1044,74.50000001
14,40,16,974,77
15,40,15,960,77.5
16,41,15,988,78
17,41,14,1132,77.5
18,39,13,1052,77
19,37,13,1198,76.5
20,35,14,1154,76
21,33,13,1081,76.5
22,32,12,1033,77
23,30,13,915,78.5
24,29,13,828,80
1,28,14,776,80.5
2,28,15,757,81.00000001
3,26,15,754,82
4,25,14,766,83
5,24,14,803,84.5
6,24,13,896,86
7,24,14,930,86.5
8,24,13,974,87
9,26,13,1014,87
10,27,12,1043,87
11,30,12,1028,87
12,32,12,974,87
13,33,11,943,81.49999998
14,34,11,948,75.99999997
15,34,13,937,70.5
16,35,14,965,65
17,35,14,1115,61.49999999
18,34,16,1095,58
19,32,16,1199,53.99999999
20,31,15,1193,50
21,31,13,1060,50
22,30,8,990,50
23,29,6,899,51.5
24,28,5,848,53
1,27,5,760,51.5
2,26,2,800,50.00000001
3,24,1,797,52
4,23,0,843,54
5,21,1,869,53
6,20,2,938,52
7,20,2,992,55.50000001
8,20,2,1052,59
9,22,3,1073,59.5
10,25,4,1050,60
11,28,5,1036,62.50000001
12,31,7,1028,65
13,33,8,1013,68.50000001
14,35,9,1018,72.00000001
15,37,10,976,74
16,38,10,996,76
17,38,9,1121,76
18,37,10,1136,76
19,34,8,1214,76
20,33,8,1137,76
21,31,7,1026,76.5
22,30,7,947,77
23,29,6,911,75.5
24,28,6,888,74
1,27,6,877,75.5
2,26,7,795,77
3,26,7,837,77.5
4,24,8,899,78
5,24,9,955,80.50000001
6,24,9,1010,83
7,23,10,1077,86.00000001
8,23,10,1092,89
9,26,11,1105,89.5
10,29,10,1079,90
11,31,9,1061,89.5
12,34,8,1038,89
13,36,7,1032,88.5
14,37,8,1025,87.99999996
15,39,8,997,81
16,40,7,1036,74
17,40,5,1050,65.49999998
18,38,5,1112,57
19,36,4,1237,54.49999999
20,34,3,1153,52
21,32,1,1042,52.5
22,31,-1,981,53
23,30,-1,926,49.99999999
24,28,-2,934,47
1,27,-2,909,48.5
2,26,-2,833,50.00000002
3,25,-2,925,53.5
4,23,-2,915,57
5,22,-3,963,58.5
6,22,-3,1020,60
7,21,-2,1043,59.5
8,22,-4,1106,59.00000001
9,24,-4,1046,60
10,28,-4,1020,61
11,32,-3,995,63.00000001
12,35,-5,998,65
13,38,-1,996,68.50000001
14,41,1,980,72.00000001
15,43,2,1007,73
16,44,4,1000,74
17,44,4,1121,74
18,42,4,1177,74
19,39,3,1272,74.5
20,37,3,1210,75.00000001
21,36,3,1109,76
22,35,3,1019,77
23,33,2,1007,78.5
24,32,2,990,80
1,32,2,925,79
2,31,1,906,78.00000001
3,30,1,907,79.5
4,29,1,966,81
5,29,2,1002,83.50000001
6,29,3,1007,86
7,29,5,1016,87.5
8,29,6,1092,89
9,32,8,1083,89
10,36,11,1037,89
11,40,13,1032,90
12,43,16,1020,91
13,47,18,985,86.49999999
14,49,19,985,81.99999997
15,50,20,992,77.5
16,51,19,1010,73
17,50,19,1186,66.49999998
18,49,19,1149,60
19,46,20,1237,59.5
20,44,20,1161,59
21,42,20,1079,58.5
22,40,20,949,58
23,38,21,908,59
24,37,20,869,60
1,35,20,752,60.5
2,35,20,711,61
3,34,19,675,61.5
4,33,20,750,62
5,31,20,849,63.5
6,30,20,979,65
7,31,20,1045,63.5
8,32,21,1070,62
9,35,21,1046,62.5
10,38,19,1060,63
11,42,18,1052,66.00000001
12,44,18,1044,69
13,47,19,1012,74.00000001
14,48,18,843,79.00000001
15,50,19,942,81
16,50,19,945,83
17,51,21,1089,85.50000001
18,49,22,1127,88
19,47,22,1178,85.99999999
20,45,22,1143,84
21,45,22,1013,83.5
22,45,23,963,83
23,44,22,917,84
24,42,23,806,85
1,40,23,800,88.50000001
2,39,23,758,92
3,39,23,768,92.5
4,39,24,843,93
5,40,24,952,94
6,39,25,955,95
7,36,25,971,94
8,36,25,1023,92.99999999
9,41,27,1085,91
10,46,27,1081,89
11,48,28,1046,86.99999999
12,49,28,1010,85
13,51,29,974,84.5
14,52,30,966,83.99999999
15,52,30,988,82
16,52,31,1016,80
17,52,31,1135,79
18,49,31,1100,78
19,47,31,1214,75.49999999
20,45,31,1107,73
21,44,30,1017,73
22,42,29,959,73
23,41,30,904,72.5
24,40,29,805,72
1,40,30,768,72.5
2,39,29,757,72.99999999
3,39,30,766,71.5
4,39,30,781,70
5,39,31,853,72.00000001
6,39,33,888,74
7,39,34,955,74
8,39,34,968,74.00000001
9,40,36,1005,75
10,42,37,1018,76
11,44,39,1000,75
12,46,40,993,74
13,51,42,975,73.5
14,55,43,937,73.00000001
15,57,44,938,75.5
16,59,43,953,78
17,59,42,1082,79
18,58,42,1173,80
19,52,44,1217,82.00000001
20,52,40,1153,84
21,50,36,1039,84.5
22,49,34,965,85
23,48,33,868,88.50000001
24,48,33,816,92
1,48,33,776,92.5
2,47,33,770,93.00000001
3,45,32,765,94
4,43,32,770,95
5,43,31,773,95
6,43,31,1007,95
7,42,31,1066,95.5
8,43,31,1078,96
9,44,31,1126,96
10,45,31,1111,96
11,46,31,1063,96
12,47,30,1050,96
13,49,30,1037,93.49999999
14,51,31,1028,90.99999998
15,51,30,1043,87.5
16,51,30,987,84
17,50,29,1105,76.49999998
18,48,29,1177,69
19,46,28,1266,68
20,44,28,1220,67
21,42,28,1051,66.5
22,41,28,994,66
23,40,28,873,66
24,39,28,809,66
1,38,28,778,66
2,38,28,766,65.99999999
3,37,29,776,65
4,38,29,805,64
5,37,31,756,65
6,37,32,987,66
7,36,33,1119,68.00000001
8,36,34,1117,70.00000001
9,38,35,922,71
10,39,36,1133,72
11,40,37,1111,72.5
12,43,38,1055,73
13,44,39,1031,76.00000001
14,46,39,1017,79
15,47,39,969,79.5
16,48,39,986,80
17,48,39,1174,79
18,48,38,1238,78
19,46,38,1295,79
20,45,37,1250,80.00000001
21,42,36,1149,81
22,41,36,1043,82
23,40,35,869,82.5
24,38,34,816,83
1,38,34,802,85.50000001
2,37,33,785,88
3,35,33,794,88.5
4,36,33,851,89
5,37,34,945,89
6,37,34,1028,89
7,37,35,1117,88.5
8,37,35,1130,88
9,38,36,1147,88
10,38,36,1130,88
11,39,37,1101,88
12,40,37,1081,88
13,41,38,1030,87
14,41,38,1007,85.99999999
15,42,38,1082,84
16,42,38,1065,82
17,42,39,1160,78.99999999
18,42,40,1179,76
19,41,40,1257,73.99999999
20,42,41,1229,71.99999999
21,42,41,1196,69.5
22,43,42,1071,67
23,43,42,901,65.5
24,44,43,842,64
1,44,43,813,63.5
2,44,44,766,63.00000001
3,44,43,751,64.5
4,44,43,747,66
5,45,44,961,72.00000002
6,46,45,995,78
7,46,45,1064,80.00000001
8,48,47,1103,82
9,49,48,1129,82.5
10,50,48,1110,83
11,51,50,1099,84.5
12,53,50,1072,86
13,54,51,1013,86
14,54,51,1011,86
15,55,50,1022,86.5
16,54,48,1034,87
17,54,45,1087,86.5
18,51,41,1153,86
19,47,37,1322,86
20,44,33,1184,86
21,42,30,1158,86.5
22,41,29,995,87
23,40,27,898,86.5
24,39,25,828,86
1,38,24,771,86
2,37,24,755,86.00000001
3,36,24,764,87
4,36,23,783,88
5,35,22,878,88.5
6,35,21,1001,89
7,34,21,1058,89
8,33,20,1082,89
9,34,20,1066,89.5
10,36,21,1107,90
11,38,21,1091,91.5
12,40,20,1106,93
13,42,20,1019,92.5
14,43,20,1025,92
15,44,19,934,92
16,45,19,960,92
17,44,19,1015,88.99999999
18,43,19,1107,86
19,41,22,1238,85
20,40,22,1173,83.99999999
21,39,23,1100,82.5
22,38,25,1033,81
23,37,26,852,80.5
24,37,27,822,80
1,36,28,760,78.5
2,36,28,750,77
3,35,28,767,77.5
4,34,29,771,78
5,34,28,752,79
6,34,27,940,80
7,33,28,1024,80.5
8,32,28,1059,81
9,31,29,1083,81.5
10,32,29,1073,82
11,32,29,1045,82.5
12,32,29,1012,83
13,33,29,1014,86.50000001
14,33,29,989,90.00000001
15,33,29,1005,91
16,33,28,994,92
17,32,28,1053,92
18,31,27,1114,92
19,31,27,1261,92.5
20,30,28,1182,93
21,30,27,1116,92.5
22,30,26,1069,92
23,29,26,864,89.49999999
24,29,26,806,87
1,29,25,790,86.5
2,29,25,771,86
3,29,25,768,85.5
4,29,25,819,85
5,29,25,827,85
6,29,24,923,85
7,29,25,961,85
8,29,25,1016,85
9,29,25,1063,85.5
10,30,26,1068,86
11,30,27,1061,84.5
12,31,26,1013,83
13,32,26,964,82.5
14,32,26,945,82.00000001
15,33,26,958,84
16,33,27,969,86
17,33,27,1087,81.99999999
18,32,28,1137,78
19,32,28,1238,77.5
20,32,28,1166,76.99999999
21,32,28,1109,76
22,32,28,1091,75
23,31,27,884,74.5
24,31,27,833,74
1,31,27,746,74.5
2,30,27,749,74.99999999
3,30,27,772,72.5
4,29,27,809,70
5,29,27,842,70
6,29,27,990,70
7,29,27,1084,69
8,30,27,1090,68.00000001
9,31,28,1117,69.5
10,32,28,1126,71
11,35,28,1119,71
12,37,28,1082,71
13,38,27,1024,71.5
14,39,27,1032,72
15,39,26,1004,71.5
16,40,26,1004,71
17,40,26,1123,71
18,38,26,1161,71
19,37,25,1255,71
20,35,25,1204,71.00000001
21,34,26,1119,72
22,33,25,1076,73
23,33,25,888,73.5
24,32,25,830,74
1,32,25,787,76.00000001
2,32,24,768,78
3,31,24,774,78.5
4,31,24,816,79
5,31,24,850,79.5
6,30,23,990,80
7,30,22,1101,79
8,30,20,1126,78
9,32,19,1178,78.5
10,35,18,1135,79
11,38,18,1116,80
12,40,18,1096,81
13,42,17,1072,79.5
14,44,17,1049,77.99999999
15,45,15,1073,76.5
16,47,16,1061,75
17,47,16,1116,72.49999999
18,47,16,1206,70
19,45,17,1277,70
20,43,17,1201,69.99999999
21,40,18,1148,68.5
22,39,20,1067,67
23,38,20,924,67
24,38,21,878,67
1,37,20,868,64.99999999
2,36,22,902,62.99999998
3,36,23,930,60
4,36,23,954,57
5,36,24,998,57
6,34,24,1027,57
7,34,25,1086,54.49999999
8,35,26,1115,52.00000001
9,38,25,1148,54.5
10,42,26,1131,57
11,44,28,1116,61.00000001
12,40,28,1067,65
13,38,27,1043,68.00000001
14,37,24,1005,71.00000001
15,36,22,1037,72
16,36,22,1031,73
17,36,22,1143,74.5
18,36,21,1172,76
19,35,20,1281,76.5
20,34,20,1232,77.00000001
21,33,21,1166,78
22,33,21,1107,79
23,33,20,996,81.50000001
24,32,20,833,84
1,31,19,792,86.00000001
2,31,18,794,88
3,30,17,779,88.5
4,29,16,784,89
5,29,16,789,89.5
6,28,15,876,90
7,28,14,1008,89.5
8,28,14,1088,89.00000001
9,29,13,1095,90.5
10,31,13,1106,92
11,32,13,1072,91
12,34,14,1094,90
13,37,14,1114,86.99999999
14,37,13,949,83.99999998
15,38,14,964,80.5
16,39,15,1091,77
17,38,14,1108,71.49999998
18,37,13,1132,66
19,34,12,1232,58.99999998
20,32,11,1176,52
21,30,10,1137,52.5
22,29,9,1021,53
23,28,8,945,58.50000002
24,27,7,883,64
1,25,7,832,64.5
2,24,7,816,65.00000001
3,24,6,787,66.5
4,23,6,804,68
5,23,5,852,68
6,22,4,970,68
7,22,4,1026,66.5
8,24,4,1048,65.00000001
9,26,4,1073,66
10,29,4,1052,67
11,32,4,1072,68.5
12,34,5,1036,70
13,37,6,985,70
14,38,7,981,70
15,38,7,963,70.5
16,38,9,964,71
17,39,9,1097,72
18,38,11,1150,73
19,36,15,1235,74
20,36,18,1177,74.99999999
21,35,21,1090,73
22,35,24,1036,71
23,36,26,843,71
24,35,28,797,71
1,35,30,764,72
2,36,32,742,72.99999999
3,36,32,742,71
4,37,33,734,69
5,37,34,755,68.5
6,37,33,864,68
7,36,32,940,67.5
8,37,32,984,67
9,41,32,986,67
10,44,29,1055,67
11,46,25,1034,63.99999999
12,47,23,1010,61
13,48,23,958,61
14,48,22,956,60.99999999
15,50,21,945,59
16,49,21,980,57
17,48,20,1102,56.5
18,46,19,1137,56
19,44,18,1198,54.5
20,42,18,1164,52.99999999
21,40,19,1065,51.5
22,38,19,1005,50
23,37,18,861,49
24,36,18,798,48
1,34,18,764,46.5
2,33,18,742,45.00000001
3,32,18,742,46.5
4,32,18,734,48
5,30,18,755,49
6,31,17,864,50
7,30,18,940,50.5
8,31,18,984,51
9,32,18,986,51.5
10,34,17,1055,52
11,34,15,1034,51.5
12,34,15,1010,51
13,35,16,958,54.00000001
14,34,15,956,57.00000001
15,33,19,945,58
16,31,20,980,59
17,29,21,1102,58.5
18,28,23,1137,58
19,27,23,1198,58
20,26,23,1164,57.99999999
21,26,23,1065,56.5
22,26,23,1005,55
23,26,23,861,57.00000001
24,26,22,798,59
1,26,22,763,56.49999999
2,25,22,745,54
3,25,22,743,54.5
4,25,22,785,55
5,25,21,842,56.5
6,24,20,978,58
7,24,20,1086,59
8,23,19,1086,60.00000002
9,23,18,1106,64
10,23,18,1092,68
11,24,18,1075,73.00000001
12,25,18,1063,78
13,27,18,1032,78
14,27,19,1015,77.99999997
15,27,19,1012,72
16,27,20,1016,66
17,27,21,1131,58.99999998
18,27,21,1134,52
19,27,21,1241,48.49999999
20,26,22,1191,45
21,26,22,1102,45
22,26,22,1023,45
23,25,21,863,44.5
24,25,21,807,44
1,25,21,766,44.5
2,25,21,745,45.00000001
3,24,20,753,46
4,24,20,776,47
5,24,20,828,47.5
6,24,20,964,48
7,23,19,1055,49
8,23,19,1078,50.00000001
9,24,19,1105,51.5
10,25,19,1090,53
11,26,19,1060,54.5
12,27,19,1031,56
13,28,20,994,58.00000001
14,29,20,992,60.00000002
15,30,20,1002,63.5
16,30,21,1003,67
17,31,21,1082,66.5
18,30,23,1167,66
19,30,23,1371,67
20,28,24,1254,68.00000001
21,29,25,1187,69.5
22,28,24,1194,71
23,28,24,930,72.5
24,28,25,823,74
1,28,25,769,74.5
2,28,25,746,75
3,28,25,735,75.5
4,28,26,762,76
5,29,26,808,77
6,29,27,964,78
7,29,26,1040,79.5
8,29,26,1092,81
9,30,26,1133,81
10,30,26,1091,81
11,31,25,1066,82.5
12,32,24,1036,84
13,33,23,1000,79.99999999
14,33,23,1008,75.99999997
15,34,22,1047,71.5
16,34,22,1020,67
17,34,21,1116,61.99999999
18,34,22,1155,57
19,32,22,1239,59.00000001
20,31,22,1197,61
21,29,22,1054,60.5
22,29,22,1007,60
23,28,22,890,57.49999999
24,27,23,867,55
1,27,22,816,55
2,25,21,816,55
3,25,21,811,55
4,24,20,850,55
5,24,19,946,55.5
6,22,18,972,56
7,22,18,977,55
8,24,18,1131,54.00000003
9,28,20,1154,59
10,31,22,1165,64
11,33,22,1138,66.00000001
12,36,22,1113,68
13,37,21,1127,70.50000001
14,39,21,1137,73.00000001
15,40,22,1082,74.5
16,39,23,1088,76
17,39,24,1197,67.99999998
18,39,25,1284,60
19,37,28,1273,49.99999997
20,36,30,1246,39.99999998
21,36,31,1189,37
22,36,32,1138,34
23,35,32,899,39.00000001
24,36,33,865,44
1,36,33,804,55.50000003
2,36,33,790,67
3,37,34,785,67.5
4,37,34,809,68
5,36,34,894,71.00000001
6,37,34,980,74
7,37,34,1042,75
8,37,34,1000,76
9,38,34,1138,75.5
10,40,35,1126,75
11,43,36,1110,73.5
12,42,34,1099,72
13,44,30,1030,66.49999998
14,44,28,964,60.99999999
15,43,27,949,59.5
16,43,26,974,58
17,42,26,1079,57
18,40,25,1169,56
19,37,24,1254,56
20,35,21,1177,55.99999999
21,33,21,1104,54.5
22,31,20,1076,53
23,30,16,905,54
24,28,14,866,55
1,27,12,834,52.99999999
2,26,12,783,50.99999999
3,25,10,798,50
4,24,10,830,49
5,22,8,841,48.5
6,21,7,954,48
7,19,6,1031,47.5
8,20,5,1024,47.00000001
9,21,4,1109,48.5
10,23,2,1078,50
11,24,2,1058,52.00000001
12,26,0,1024,54
13,28,0,994,56.00000001
14,29,-1,1038,58
15,29,-2,1051,57.5
16,29,-4,1084,57
17,28,-3,1133,58.5
18,28,-4,1166,60
19,26,-4,1393,60
20,24,-3,1204,59.99999999
21,23,-3,1080,58
22,22,-2,1028,56
23,21,0,926,57.5
24,20,1,864,59
1,20,1,825,59
2,18,2,813,59
3,17,4,821,58.5
4,16,5,839,58
5,17,5,880,59
6,17,6,928,60
7,17,6,958,62.50000001
8,19,8,1011,65.00000003
9,23,7,1049,70
10,27,6,1065,75
11,30,8,1046,77.50000001
12,33,7,1033,80
13,35,8,998,74.99999999
14,37,9,981,69.99999998
15,39,10,987,66.5
16,40,12,989,63
17,40,12,1085,59.49999999
18,40,13,1138,56
19,37,15,1234,54.5
20,36,17,1183,52.99999998
21,35,19,1113,50
22,34,21,1012,47
23,35,22,903,47
24,33,25,842,47
1,33,25,796,47
2,33,25,757,47
3,33,25,758,47.5
4,31,24,763,48
5,31,24,866,49.5
6,30,23,915,51
7,29,23,1054,52.5
8,31,24,1105,54.00000001
9,35,24,1119,56
10,37,24,1087,58
11,40,24,1058,59.5
12,43,24,1046,61
13,46,23,1018,63.50000001
14,47,23,1032,66.00000001
15,49,25,1034,68
16,49,24,1007,70
17,49,24,1120,71.5
18,48,25,1183,73
19,46,26,1300,73.5
20,44,25,1268,74.00000001
21,42,26,1183,75
22,42,26,1040,76
23,41,26,875,76
24,41,27,810,76
1,40,28,770,76.5
2,40,29,778,77.00000001
3,40,30,788,78.5
4,41,31,809,80
5,41,32,801,76.49999999
6,40,32,850,73
7,41,33,984,76.00000001
8,41,34,1144,79.00000001
9,43,34,1234,80
10,44,34,1050,81
11,46,35,1189,82.5
12,49,35,1098,84
13,50,35,1238,82.5
14,50,35,1188,80.99999999
15,50,36,1079,79.5
16,48,37,1008,78
17,49,36,1101,74.99999999
18,47,36,1213,72
19,46,37,1326,70.5
20,46,37,1193,68.99999999
21,46,37,1195,66.5
22,46,38,1031,64
23,46,41,948,64.5
24,46,41,941,65
1,45,41,929,64.5
2,45,41,894,64
3,44,41,857,64.5
4,44,40,906,65
5,44,41,951,67.00000001
6,44,41,1028,69
7,43,40,1115,70
8,44,41,1204,71.00000001
9,46,41,1238,73
10,49,42,1204,75
11,52,43,1216,76.5
12,56,43,1308,78
13,59,43,1352,81.00000001
14,62,43,1334,84.00000001
15,62,42,1179,85
16,64,43,1179,86
17,62,43,1246,87
18,60,42,1251,88
19,57,43,1517,88
20,55,44,1359,88.00000001
21,54,44,1257,89
22,53,44,1189,90
23,51,44,1176,90.5
24,51,45,930,91
1,50,45,929,92.5
2,50,45,894,94
3,49,45,857,94
4,49,46,906,94
5,48,46,951,94.5
6,48,46,1028,95
7,48,47,1115,95
8,49,47,1204,95
9,49,48,1238,95
10,51,49,1204,95
11,53,50,1216,94.5
12,56,50,1308,94
13,60,50,1352,85.49999998
14,61,49,1334,76.99999994
15,60,48,1179,65.5
16,60,47,1179,54
17,58,45,1246,52.5
18,56,45,1251,51
19,53,43,1517,56.50000002
20,51,41,1359,61.99999999
21,50,41,1257,60
22,49,40,1189,58
23,48,39,1176,58
24,47,39,930,58
1,47,38,955,57.5
2,47,37,886,57
3,46,36,872,57
4,45,35,923,57
5,44,35,970,56
6,43,34,1016,55
7,43,33,1110,57.50000001
8,43,32,1149,60.00000002
9,43,32,1233,63
10,44,32,1235,66
11,44,33,1286,66.5
12,45,33,1200,67
13,45,32,1204,68.5
14,46,33,1140,70.00000003
15,45,33,1080,76
16,46,33,1141,82
17,45,32,1215,83.5
18,44,32,1292,85
19,42,32,1264,85
20,40,31,1232,85
21,39,31,1194,85
22,37,30,1235,85
23,36,28,971,82.49999999
24,34,28,863,80
1,33,26,792,78.5
2,32,26,766,76.99999999
3,32,26,748,76
4,31,26,759,75
5,32,27,788,74.5
6,31,26,891,74
7,32,27,991,74
8,33,27,1126,74
9,35,27,1151,74
10,37,26,1153,74
11,40,26,1126,74.5
12,42,26,1134,75
13,44,26,1113,73.5
14,46,26,1092,72.00000001
15,47,26,1087,73
16,47,26,1149,74
17,47,26,1137,73
18,45,24,1119,72
19,43,24,1420,71
20,40,24,1344,69.99999999
21,37,24,1195,69
22,36,24,1197,68
23,34,27,992,67
24,33,27,915,66
1,32,25,807,65.5
2,32,25,796,65
3,31,25,775,65.5
4,31,25,808,66
5,30,25,851,66
6,31,25,977,66
7,31,25,975,66.5
8,31,25,1065,67
9,32,25,1085,67
10,33,25,1151,67
11,34,26,1167,67.5
12,35,26,1098,68
13,37,26,1091,69
14,39,27,1108,70
15,41,27,1059,70.5
16,42,28,1108,71
17,43,28,1153,70.5
18,43,29,1250,70
19,42,29,1402,71
20,41,30,1435,72.00000001
21,40,31,1238,74
22,39,31,1172,76
23,39,32,1120,76.5
24,38,33,1014,77
1,38,33,834,78.5
2,38,34,792,80
3,38,34,798,80.5
4,38,34,813,81
5,38,34,920,82.5
6,37,35,971,84
7,37,35,946,89.50000002
8,37,35,1201,94.99999999
9,38,36,1265,94
10,39,36,1264,93
11,39,37,1309,93
12,40,38,1238,93
13,40,38,1239,92
14,41,39,1241,90.99999997
15,41,38,1199,85.5
16,41,39,1231,80
17,41,39,1249,73.99999998
18,40,39,1256,68
19,40,38,1408,67
20,40,38,1442,66.00000001
21,39,38,1237,67
22,39,38,1204,68
23,39,38,1102,68
24,39,37,1040,68
1,39,38,860,72.00000001
2,39,38,816,75.99999998
3,39,38,804,72.5
4,39,38,807,69
5,39,38,870,71.50000001
6,39,38,1013,74
7,39,38,988,73.5
8,39,38,1248,73
9,40,39,1296,73.5
10,40,39,1351,74
11,41,40,1486,75
12,42,41,1299,76
13,43,42,1449,76.5
14,44,42,1388,77
15,43,41,1423,77.5
16,43,42,1392,78
17,43,41,1334,78.5
18,43,41,1264,79
19,42,40,1486,80
20,42,39,1572,81
21,41,39,1390,81
22,41,39,1293,81
23,40,38,1144,81.5
24,40,38,1047,82
1,44,38,890,83.5
2,44,38,866,85.00000001
3,43,38,858,86
4,41,37,840,87
5,42,37,898,87.5
6,40,37,894,88
7,40,36,1085,88
8,41,37,1266,87.99999999
9,41,37,1340,86
10,45,38,1427,84
11,48,35,1361,85
12,49,30,1245,86
13,49,29,1389,85
14,48,27,1354,83.99999999
15,46,27,1265,83
16,45,26,1300,82
17,43,26,1405,79.99999999
18,40,26,1515,78
19,39,25,1386,74.49999999
20,38,25,1775,70.99999997
21,36,24,1652,66
22,35,23,1429,61
23,35,23,1203,60
24,34,20,1172,59
1,32,20,935,59
2,30,19,870,59
3,30,18,820,59.5
4,29,17,840,60
5,28,15,864,61.5
6,27,14,981,63
7,26,14,1131,70.50000002
8,25,13,1284,78.00000004
9,26,13,1332,85.5
10,28,13,1447,93
11,30,14,1384,90.99999999
12,31,15,1333,89
13,32,17,1190,91.00000001
14,33,18,1219,93
15,34,21,1112,93
16,34,23,1191,93
17,35,24,1212,92.5
18,34,26,1210,92
19,34,28,1352,92.5
20,34,29,1416,92.99999997
21,35,29,1323,88
22,36,31,1197,83
23,36,32,1136,82.5
24,38,34,993,82
1,40,36,1058,83
2,41,37,1035,84.00000001
3,42,39,994,85.5
4,43,40,998,87
5,44,41,1029,88.5
6,44,42,1042,90
7,44,42,1152,90.5
8,44,41,1262,91.00000001
9,44,41,1346,92
10,45,42,1531,93
11,46,42,1516,93
12,48,42,1268,93
13,49,43,1370,90.99999999
14,50,43,1196,88.99999997
15,50,42,1114,84.5
16,49,42,1334,80
17,48,42,1189,73.99999998
18,47,42,1244,68
19,47,42,1393,61.49999998
20,46,42,1421,54.99999996
21,44,41,1282,48
22,44,41,1235,41
23,43,40,1080,45.00000001
24,42,39,1002,49
1,41,39,935,49
2,41,39,870,48.99999998
3,41,39,820,45.5
4,40,38,840,42
5,39,37,864,49.00000002
6,39,37,981,56
7,38,37,1131,54.5
8,38,37,1284,53.00000001
9,39,37,1332,54
10,39,37,1447,55
11,40,36,1384,56.5
12,41,37,1333,58
13,42,37,1190,61.00000001
14,44,37,1219,63.99999999
15,43,36,1112,62
16,43,36,1191,60
17,42,36,1212,58.5
18,40,35,1210,57
19,39,35,1352,57
20,39,35,1416,57.00000001
21,39,35,1323,59.5
22,38,34,1197,62
23,37,33,1136,62
24,37,32,993,62
1,37,31,1024,63.5
2,36,30,891,65
3,35,29,870,65
4,35,28,872,65
5,34,27,926,67.50000001
6,34,27,978,70
7,34,26,1021,72.50000001
